item_code,item_description,MOQ,brand
AB SK 825,AB SK 825,,abb
AB SK 826,AB SK 826,,abb
AB SK 828,AB SK 828,,abb
AB SOCKET 32A P+ EARTH (232RAU6),AB SOCKET 32A P+ EARTH (232RAU6),,abb
AB SOR -C  CABLED VERSION A1-A2(66136),AB SOR -C  CABLED VERSION A1-A2(66136),,abb
AB SOR -C  CABLED VERSION A1-A2(66137),AB SOR -C  CABLED VERSION A1-A2(66137),,abb
AB SOR T7-T7M-Z1 220-240V AC/DC (63548),AB SOR T7-T7M-Z1 220-240V AC/DC (63548),,abb
AB SOR XT1-XT4 110..127V (66316),AB SOR XT1-XT4 110..127V (66316),,abb
AB SOR XT1-XT4 220V(66317),AB SOR XT1-XT4 220V(66317),,abb
AB SPREADED TERM. 630-AL TP,AB SPREADED TERM. 630-AL TP,,abb
AB SPREDED TERM. TP 400A-AL,AB SPREDED TERM. TP 400A-AL,,abb
AB S/T COIL S1-S2,AB S/T COIL S1-S2,,abb
AB S/T COIL S3-S5,AB S/T COIL S3-S5,,abb
AB S/T COIL S6-S7,AB S/T COIL S6-S7,,abb
AB SVDB M 12 VTPN,AB SVDB M 12 VTPN,,abb
AB SVDB M6 DB,AB SVDB M6 DB,,abb
AB SVDB M8 DB VTPN,AB SVDB M8 DB VTPN,,abb
AB SVTDB M12 DB,AB SVTDB M12 DB,,abb
AB SVTDB M4  DB,AB SVTDB M4  DB,,abb
AB SVTDB M6,AB SVTDB M6,,abb
AB SZ - ESK2,AB SZ - ESK2,,abb
AB SZ-PSB11N,AB SZ-PSB11N,,abb
AB T1B 160 R 100 FP TMD 50889,AB T1B 160 R 100 FP TMD 50889,,abb
AB T1B 160 R 100 TP TMD(50878),AB T1B 160 R 100 TP TMD(50878),,abb
AB T1B 160 R 125 FP TMD (50890),AB T1B 160 R 125 FP TMD (50890),,abb
AB T1B 160 R 160  SP TMF,AB T1B 160 R 160  SP TMF,,abb
AB T1B 160 R 160 TP TMD(50880),AB T1B 160 R 160 TP TMD(50880),,abb
AB T1B 160 R 16A FP(50881),AB T1B 160 R 16A FP(50881),,abb
AB T1B 160 R 16A TP TMD(50870),AB T1B 160 R 16A TP TMD(50870),,abb
AB T1B 160 R 25 FP,AB T1B 160 R 25 FP,,abb
AB T1B 160 R 40 FP(50885),AB T1B 160 R 40 FP(50885),,abb
AB T1B 160 R63 FP TMD(50887),AB T1B 160 R63 FP TMD(50887),,abb
AB T1B 160 R 63 TP(50876),AB T1B 160 R 63 TP(50876),,abb
AB T1B 160 R 80 FP 50888,AB T1B 160 R 80 FP 50888,,abb
AB T1C 160 R 100 FP (50911),AB T1C 160 R 100 FP (50911),,abb
AB T1C160 R 100 TP TMD (50900),AB T1C160 R 100 TP TMD (50900),,abb
AB T1C160 R125 FP (50912),AB T1C160 R125 FP (50912),,abb
AB T1C 160 R 125 TP TMD(50901),AB T1C 160 R 125 TP TMD(50901),,abb
AB T1C 160 R 160 TP TMD 50902,AB T1C 160 R 160 TP TMD 50902,,abb
AB T1C 160 R 40 FP TMD(50907),AB T1C 160 R 40 FP TMD(50907),,abb
AB T1C 160 R 63 FP TMD(50909),AB T1C 160 R 63 FP TMD(50909),,abb
AB T1C 160 R 63 TP(50898),AB T1C 160 R 63 TP(50898),,abb
AB T1 FP SPRD LINK (450207),AB T1 FP SPRD LINK (450207),,abb
AB T1N 160 R 125A TP(50923),AB T1N 160 R 125A TP(50923),,abb
AB T1N 160 R 32 TP TMD,AB T1N 160 R 32 TP TMD,,abb
AB T1 TP SPREADER LINK (450201),AB T1 TP SPREADER LINK (450201),,abb
AB T25 DU 0.16,AB T25 DU 0.16,,abb
AB T25 DU 0.25,AB T25 DU 0.25,,abb
AB T25 DU 0.4,AB T25 DU 0.4,,abb
AB T25 DU 0.63,AB T25 DU 0.63,,abb
AB T25DU 1.8,AB T25DU 1.8,,abb
AB T25 DU 2.40,AB T25 DU 2.40,,abb
AB T25 DU 25.0,AB T25 DU 25.0,,abb
AB T25 DU 3.10,AB T25 DU 3.10,,abb
AB T25 DU 32,AB T25 DU 32,,abb
AB T25 DU 6.50,AB T25 DU 6.50,,abb
AB T2 FP SPREADED TEM.(450208),AB T2 FP SPREADED TEM.(450208),,abb
AB T2H 160 R 125 FP TMD,AB T2H 160 R 125 FP TMD,,abb
AB T2N 160 R 125A  TP (50959),AB T2N 160 R 125A  TP (50959),,abb
AB T2S 160 R 160 TP(51004),AB T2S 160 R 160 TP(51004),,abb
AB T2S 160 R 160 TP PR221-LS/I,AB T2S 160 R 160 TP PR221-LS/I,,abb
AB T2S 160 R 20A TP(50995),AB T2S 160 R 20A TP(50995),,abb
AB T2S 160 R 40 TP TMD,AB T2S 160 R 40 TP TMD,,abb
AB T2S 160 R 63 TP (51000),AB T2S 160 R 63 TP (51000),,abb
AB T2S 160 R 80 TP (51001),AB T2S 160 R 80 TP (51001),,abb
AB T3N 250 R250 FP TMD(51306),AB T3N 250 R250 FP TMD(51306),,abb
AB T3 SPEDERLINK FP(450209),AB T3 SPEDERLINK FP(450209),,abb
AB T3 TP SPED.LINKS(50203),AB T3 TP SPED.LINKS(50203),,abb
AB T4 FP SPRD(1SYN450210R10001),AB T4 FP SPRD(1SYN450210R10001),,abb
AB T4H 250 R 200 FP TMA,AB T4H 250 R 200 FP TMA,,abb
AB T4N 250 R 200 FP TMA (54273),AB T4N 250 R 200 FP TMA (54273),,abb
AB T4N 250 R 250 FP TMA (54274),AB T4N 250 R 250 FP TMA (54274),,abb
AB T4N 320 R 320 FP PR222DS/P-LSIG(54124),AB T4N 320 R 320 FP PR222DS/P-LSIG(54124),,abb
AB T4 TP SPED LINK(450204R0001),AB T4 TP SPED LINK(450204R0001),,abb
AB T5D630 R 630 FP (54602),AB T5D630 R 630 FP (54602),,abb
AB T5 FP SPED. LINK(450211R0001),AB T5 FP SPED. LINK(450211R0001),,abb
AB T5H 400 R 400 FP PR222DS/P-LSIG-54363,AB T5H 400 R 400 FP PR222DS/P-LSIG-54363,,abb
AB T5N 400 R 320 FP TMA (54477),AB T5N 400 R 320 FP TMA (54477),,abb
AB T5N400 R 320 TP TMA 54436R1,AB T5N400 R 320 TP TMA 54436R1,,abb
AB T5N 400 R 400 FP PR221/DS/LS/I(54325),AB T5N 400 R 400 FP PR221/DS/LS/I(54325),,abb
AB T5N 400 R 400 FP TMA,AB T5N 400 R 400 FP TMA,,abb
AB T5N 400 R 400 FP TMA (54478),AB T5N 400 R 400 FP TMA (54478),,abb
AB T5N 400 R 400 TP PR221-DS-1(54319),AB T5N 400 R 400 TP PR221-DS-1(54319),,abb
AB T5N 400 R 400 TPTMA 54437R1,AB T5N 400 R 400 TPTMA 54437R1,,abb
AB T5N 630 FP PR221-LS/I R630,AB T5N 630 FP PR221-LS/I R630,,abb
AB T5N 630 R 500 FP TMA(54487),AB T5N 630 R 500 FP TMA(54487),,abb
AB T5N 630 R 630 FP  PR221 DS-LS/I(54400),AB T5N 630 R 630 FP  PR221 DS-LS/I(54400),,abb
AB T5N 630 R 630TP PR221 DS-LS/I (54396),AB T5N 630 R 630TP PR221 DS-LS/I (54396),,abb
AB T5S 630 FP PR221-DS-LS/I 08,AB T5S 630 FP PR221-DS-LS/I 08,,abb
AB T5S 630 TP PR221-DS/LS/I(54404),AB T5S 630 TP PR221-DS/LS/I(54404),,abb
AB T5 TP SPD LINK 400A (450205R0001),AB T5 TP SPD LINK 400A (450205R0001),,abb
AB T5 TP SPD LINK 630A (450206R0001),AB T5 TP SPD LINK 630A (450206R0001),,abb
AB T6D 630A FP (60344),AB T6D 630A FP (60344),,abb
AB T6D  800FF FP (1SDA060346R1),AB T6D  800FF FP (1SDA060346R1),,abb
AB T6N 630 R 630 FP TMA (60210),AB T6N 630 R 630 FP TMA (60210),,abb
AB T6N 630 R 630 TP/TMA (60202),AB T6N 630 R 630 TP/TMA (60202),,abb
AB T6N 800 R 800 TMA FP (60222),AB T6N 800 R 800 TMA FP (60222),,abb
AB T6N 800 R 800 TP PR221DS-LS/I (60268),AB T6N 800 R 800 TP PR221DS-LS/I (60268),,abb
AB T6N 800 R 800 TP TMA(60214),AB T6N 800 R 800 TP TMA(60214),,abb
AB T6S 630 R 630 FP TMA(60211),AB T6S 630 R 630 FP TMA(60211),,abb
AB T6S 630 R 630 TP TMA(60204),AB T6S 630 R 630 TP TMA(60204),,abb
AB T75 DU 32.0,AB T75 DU 32.0,,abb
AB T75 DU 80,AB T75 DU 80,,abb
AB T7D 1250 FP (1SDA062037R1),AB T7D 1250 FP (1SDA062037R1),,abb
AB T7M-X1 RIGHT SLIDING CON FP(62169),AB T7M-X1 RIGHT SLIDING CON FP(62169),,abb
AB T80 DU 52,AB T80 DU 52,,abb
AB TA 200 DU 135A O/RELAY,AB TA 200 DU 135A O/RELAY,,abb
AB TA 200 DU 175,AB TA 200 DU 175,,abb
AB TA 25 DU 1.0A,AB TA 25 DU 1.0A,,abb
AB TA 25 DU 11.0,AB TA 25 DU 11.0,,abb
AB TA 25 DU 14,AB TA 25 DU 14,,abb
AB TA 25 DU 1.4A,AB TA 25 DU 1.4A,,abb
AB TA 25 DU 1.8A,AB TA 25 DU 1.8A,,abb
AB TA 25 DU 19A,AB TA 25 DU 19A,,abb
AB TA 25 DU 2.4A,AB TA 25 DU 2.4A,,abb
AB TA 25 DU 25A,AB TA 25 DU 25A,,abb
AB TA 25 DU 3.1A,AB TA 25 DU 3.1A,,abb
AB TA 25 DU 32A,AB TA 25 DU 32A,,abb
AB TA 25 DU 4.0A,AB TA 25 DU 4.0A,,abb
AB TA 25 DU 5.0A,AB TA 25 DU 5.0A,,abb
AB TA 25 DU 6.5A,AB TA 25 DU 6.5A,,abb
AB TA 25 DU 8.5A,AB TA 25 DU 8.5A,,abb
AB TA 42 DU 25,AB TA 42 DU 25,,abb
AB TA 42 DU 42,AB TA 42 DU 42,,abb
AB TA 75 DU 25,AB TA 75 DU 25,,abb
AB TA 75 DU 42,AB TA 75 DU 42,,abb
AB TA 75 DU 52,AB TA 75 DU 52,,abb
AB TA 75 DU 63,AB TA 75 DU 63,,abb
AB TERMINAL BLOCK M4/8 SF SCREW CLAMP,AB TERMINAL BLOCK M4/8 SF SCREW CLAMP,,abb
AB TF42-29 O/L RELAY,AB TF42-29 O/L RELAY,,abb
AB TF65-53 O/L RELAY,AB TF65-53 O/L RELAY,,abb
AB TI 135 DU 90,AB TI 135 DU 90,,abb
AB TI 450DU235,AB TI 450DU235,,abb
AB TP 180 D,AB TP 180 D,,abb
AB TP 180 I,AB TP 180 I,,abb
AB TPB 180,AB TPB 180,,abb
AB TRA 170 TRANSDUCER,AB TRA 170 TRANSDUCER,,abb
AB UA110-30-00RA,AB UA110-30-00RA,,abb
AB UA16-30-10RA,AB UA16-30-10RA,,abb
AB UA26-30-10 CAP. CONTACTOR,AB UA26-30-10 CAP. CONTACTOR,,abb
AB UA26-30-10RA,AB UA26-30-10RA,,abb
AB UA30-30-10,AB UA30-30-10,,abb
AB UA30-30-10RA,AB UA30-30-10RA,,abb
AB UA50-30-00RA,AB UA50-30-00RA,,abb
AB UA75-30-00,AB UA75-30-00,,abb
AB UA95-30-00RA,AB UA95-30-00RA,,abb
AB U/V A1-A2  110-125VDC (66145),AB U/V A1-A2  110-125VDC (66145),,abb
AB U/V COIL S1-S2,AB U/V COIL S1-S2,,abb
AB U/V COIL S6-S7 (14185R1),AB U/V COIL S6-S7 (14185R1),,abb
AB U/V-C T1-T3 (51353)110-125V,AB U/V-C T1-T3 (51353)110-125V,,abb
AB U/V E1-E6 (1SDA038312R1) 220V,AB U/V E1-E6 (1SDA038312R1) 220V,,abb
AB U/V FOR T1-T2-T3 (1SDA051347R1),AB U/V FOR T1-T2-T3 (1SDA051347R1),,abb
AB UVR-C A1-A2  220-240VDC (66146),AB UVR-C A1-A2  220-240VDC (66146),,abb
AB U/V T1-T2-T3 220V (51348),AB U/V T1-T2-T3 220V (51348),,abb
AB U/V T4-T5-T6 110-120V-125V (54883),AB U/V T4-T5-T6 110-120V-125V (54883),,abb
AB U/V T4-T5-T6 220-240V(54884R1),AB U/V T4-T5-T6 220-240V(54884R1),,abb
AB U/V T7-T7M-X1 110-120V AC/DC (62091),AB U/V T7-T7M-X1 110-120V AC/DC (62091),,abb
AB U/V T7-T7M-X1 440V (1SDA062094R1),AB U/V T7-T7M-X1 440V (1SDA062094R1),,abb
AB U/V T7 -T7M-X1 (63552R1),AB U/V T7 -T7M-X1 (63552R1),,abb
AB U/V XT1- XT4 110-127VAC (66391),AB U/V XT1- XT4 110-127VAC (66391),,abb
AB U/V XT1- XT4 240V  (66392),AB U/V XT1- XT4 240V  (66392),,abb
AB VB  75,AB VB  75,,abb
AB VBC 30,AB VBC 30,,abb
AB VE5-1 IM. INTERLOCK),AB VE5-1 IM. INTERLOCK),,abb
AB VE5-2 (MECH INTL),AB VE5-2 (MECH INTL),,abb
AB VM4  MECH. INTERLOCK,AB VM4  MECH. INTERLOCK,,abb
AB VS 30,AB VS 30,,abb
AB WB75,AB WB75,,abb
AB WB75-A 24V,AB WB75-A 24V,,abb
AB X3 CONNE FOR FIXED (55059) PR222DSOR223,AB X3 CONNE FOR FIXED (55059) PR222DSOR223,,abb
AB X4 CONNE FOR FIXED CIR. BK 55060,AB X4 CONNE FOR FIXED CIR. BK 55060,,abb
AB XT1B 160 R 100 FPTMD (66818),AB XT1B 160 R 100 FPTMD (66818),,abb
AB XT1B 160 R 100 TP TMD (66807),AB XT1B 160 R 100 TP TMD (66807),,abb
AB XT1B 160 R 125A FPTMD (66888),AB XT1B 160 R 125A FPTMD (66888),,abb
AB XT1B 160 R 125A TP TMD (66808),AB XT1B 160 R 125A TP TMD (66808),,abb
AB XT1B 160 R 160A FP TMD (66821),AB XT1B 160 R 160A FP TMD (66821),,abb
AB XT1B 160 R 160A TP TMD (66809),AB XT1B 160 R 160A TP TMD (66809),,abb
AB XT1B 160 R 16A TP TMD (66799),AB XT1B 160 R 16A TP TMD (66799),,abb
AB XT1B 160 R 25A TP TMD (66801),AB XT1B 160 R 25A TP TMD (66801),,abb
AB XT1B 160 R 32 TP TMD (66802),AB XT1B 160 R 32 TP TMD (66802),,abb
AB XT1B 160 R 40 TP TMD (66803),AB XT1B 160 R 40 TP TMD (66803),,abb
AB XT1B 160 R 80 TP TMD (66806),AB XT1B 160 R 80 TP TMD (66806),,abb
AB XT1C 160 R 100A TP TMD(67397),AB XT1C 160 R 100A TP TMD(67397),,abb
AB XT1C 160 R 125A FP TMD (67409),AB XT1C 160 R 125A FP TMD (67409),,abb
AB XT1C 160 R 125A TP (67398),AB XT1C 160 R 125A TP (67398),,abb
AB XT1C 160 R 160A TP TMD(67399),AB XT1C 160 R 160A TP TMD(67399),,abb
AB XT1C 160 R 80A TP (67396),AB XT1C 160 R 80A TP (67396),,abb
AB XT1 FP SPREDER LINK(66892),AB XT1 FP SPREDER LINK(66892),,abb
AB XT1S 160 R 100A FP (67442),AB XT1S 160 R 100A FP (67442),,abb
AB XT1S 160 R 100A TP (67434),AB XT1S 160 R 100A TP (67434),,abb
AB XT1S 160 R125A FP (67445),AB XT1S 160 R125A FP (67445),,abb
AB XT1S 160 R 32A TP (80833),AB XT1S 160 R 32A TP (80833),,abb
AB XT1S 160 R 40A TP (80834),AB XT1S 160 R 40A TP (80834),,abb
AB XT1S 160 R 50A TP (67431),AB XT1S 160 R 50A TP (67431),,abb
AB XT1 TP SPREADER TERM. (66891),AB XT1 TP SPREADER TERM. (66891),,abb
AB XT2 FP SPREADER TERM. (66896),AB XT2 FP SPREADER TERM. (66896),,abb
AB XT2N 160 R 100A FP LS/I (67093),AB XT2N 160 R 100A FP LS/I (67093),,abb
AB XT2N 160 R 125 TP TMA (67019),AB XT2N 160 R 125 TP TMA (67019),,abb
AB XT2N 160 R160 TP TMA (67020),AB XT2N 160 R160 TP TMA (67020),,abb
AB XT2S 160 R 25A TP TMD (67552),AB XT2S 160 R 25A TP TMD (67552),,abb
AB XT2S 160 R 63A TP TMD (67556),AB XT2S 160 R 63A TP TMD (67556),,abb
AB XT2S 160 R 80A TP TMA(67557),AB XT2S 160 R 80A TP TMA(67557),,abb
AB XT2 TP SPREADER TERM. (66895),AB XT2 TP SPREADER TERM. (66895),,abb
AB XT3N 250 R 200A TPTMD (68058),AB XT3N 250 R 200A TPTMD (68058),,abb
AB XT3N 250 R 250A TPTMD (68059),AB XT3N 250 R 250A TPTMD (68059),,abb
AB XT4N 250 R 200A TP TMA (68090),AB XT4N 250 R 200A TP TMA (68090),,abb
AB XT4N 250 R 250A TP TMA (68092),AB XT4N 250 R 250A TP TMA (68092),,abb
AB XT4 TP SPREADER (66903),AB XT4 TP SPREADER (66903),,abb
AB XT5 630 FP EKIP TOUCH LSIG (100686),AB XT5 630 FP EKIP TOUCH LSIG (100686),,abb
AB XT5 KIT ES 4pcs (104739),AB XT5 KIT ES 4pcs (104739),,abb
AB XT5S 630A FP BREKING PART(100557),AB XT5S 630A FP BREKING PART(100557),,abb
AB YASDB10 HOD,AB YASDB10 HOD,,abb
AB YASDB 52,AB YASDB 52,,abb
AB YN1S869047R0001 P&S DB20A,AB YN1S869047R0001 P&S DB20A,,abb
AB YN1S869047R0008 P & S DB32DP,AB YN1S869047R0008 P & S DB32DP,,abb
AB YN1S869073R0003 AC DB,AB YN1S869073R0003 AC DB,,abb
AB ZA 110 COIL,AB ZA 110 COIL,,abb
AB ZA 16,AB ZA 16,,abb
AB ZA 185 COIL (1SFN154710R8406),AB ZA 185 COIL (1SFN154710R8406),,abb
AB ZA 300 (1SFN155110R0006),AB ZA 300 (1SFN155110R0006),,abb
AB ZA 40 COIL,AB ZA 40 COIL,,abb
AB ZA 75 COIL FOR A SERIES,AB ZA 75 COIL FOR A SERIES,,abb
AB ZAF300  COIL,AB ZAF300  COIL,,abb
AB ZAF 460 COIL,AB ZAF 460 COIL,,abb
AB ZAF 750 COIL (1SFN156170R7006,AB ZAF 750 COIL (1SFN156170R7006,,abb
AB ZL110 (1SFN164503R1000),AB ZL110 (1SFN164503R1000),,abb
AB ZL 145 SPARE KIT,AB ZL 145 SPARE KIT,,abb
AB ZL 63 KIT,AB ZL 63 KIT,,abb
AB ZL 75 KIT,AB ZL 75 KIT,,abb
AB ZL 95 SPARE KIT,AB ZL 95 SPARE KIT,,abb
AB ZLBM3 Inline2 630A 1P,AB ZLBM3 Inline2 630A 1P,,abb
AB ZLU 63 KIT,AB ZLU 63 KIT,,abb
TNB BVND-M207GT M20X1.5/17,TNB BVND-M207GT M20X1.5/17,,abb
TNB SGB-48 PIPE CLAMP 53/6.4,TNB SGB-48 PIPE CLAMP 53/6.4,,abb
